t,mode,err_norm,tau_norm,q1,q2,q3,q4,q5,q6,q7,qd1,qd2,qd3,qd4,qd5,qd6,qd7,tau1,tau2,tau3,tau4,tau5,tau6,tau7
0.02,pd_only,0.3470035420493602,22.889154391035273,0.0006699663504014096,-0.7003531997990767,0.0005096874786410454,-2.201490589448917,0.00023389430327630466,1.5995347967333367,0.8001694171499109,0.03408299283224326,-0.013259664626486992,0.029976267750665767,-0.07590396803072463,0.011381375777342424,-0.02376414260535,0.0078101918984375615,15.47618013667549,-11.783993780081838,10.111829867447309,-5.163175794383339,2.9254728908259633,-2.3709777120690845,1.5656670165847606
0.022,pd_only,0.34686012401890254,22.879467743346613,0.0007382669188209196,-0.7003792702646463,0.0005699733402586378,-2.2016427536702503,0.0002566751779152997,1.5994872037688932,0.8001850310785354,0.03415028420975502,-0.013035232784770779,0.03014293080879618,-0.07608211066661784,0.011390437319497538,-0.023796482221684616,0.007806964312286576,15.469240792316484,-11.786108711303042,10.104606663487136,-5.151524952757752,2.9246949162376565,-2.369549205306666,1.5653708894080327
0.024,pd_only,0.3467166666400991,22.870224631671956,0.0008066498848190368,-0.7004050080494034,0.0006304774301550993,-2.2017951647511405,0.0002794652628553025,1.5994395680073534,0.8002006396863782,0.034191482999058595,-0.01286889237854574,0.030252044948230774,-0.07620554044514144,0.011395042470001381,-0.023817880769916384,0.007804303921411979,15.462834667557757,-11.787165119841504,10.098386696476341,-5.1406136731188194,2.923957120745556,-2.3681976831139067,1.565071521180145
0.026000000000000002,pd_only,0.3465732150723779,22.8612499000199,0.0008750802281697163,-0.7004304990445677,0.0006911223546466384,-2.2019477434152286,0.00030225876278436244,1.599391904993498,0.8002162437316375,0.034215171675339745,-0.012745497582117321,0.030322462245769524,-0.07628933204409752,0.011396749964529974,-0.02383150692773595,0.007802022629634975,15.456787247227657,-11.787434862748084,10.092842040510375,-5.130234710480174,2.9232457872943325,-2.3668997963342537,1.5647699905867878
0.028,pd_only,0.3464297986480995,22.852435897451997,0.0009435344640391237,-0.7004558065625971,0.0007518560951897356,-2.2021004319650332,0.0003250519447823131,1.5993442259117618,0.8002318437183822,0.03422711793470373,-0.012653759014699797,0.03036687027154859,-0.07634427490236032,0.011396590998975331,-0.023839540868014812,0.007799993372371532,15.450981178291668,-11.787123110284943,10.087751888225501,-5.120242074645326,2.9225517373292895,-2.365640090198768,1.5644670348487109
0.03,pd_only,0.3462864363855486,22.843716638304052,0.0010119968545758565,-0.7004809771958912,0.0008126437033773996,-2.202253188291585,0.0003478424269826755,1.5992965388717635,0.8002474399802819,0.03423119526836635,-0.012585316647073559,0.03039380409383197,-0.07637816327569258,0.011395241100181194,-0.02384351999916915,0.007798130949839237,15.445337591791018,-11.786382848786433,10.082967630078134,-5.110531333074418,2.9218688956626786,-2.3644079434539718,1.5641631521428703
0.032,pd_only,0.34614314057488493,22.835052028439872,0.0010804568618508362,-0.7005060452007376,0.0008734617099017602,-2.2024059816107413,0.0003706287061239392,1.5992488497808794,0.8002630327373879,0.034230003637489834,-0.012534002423207883,0.03040900326218031,-0.07639665957836092,0.011393139570631844,-0.02384454544198953,0.007796378552963814,15.439803517876802,-11.785327391269673,10.078389291637599,-5.101027069748003,2.9211932805894327,-2.3631958717982413,1.5638586765950049
0.034,pd_only,0.3459999191209681,22.826418070271764,0.0011489074361544982,-0.7005310357506946,0.0009342943619522501,-2.202558789393994,0.00039340984582788603,1.5992011629540928,0.8002786221343205,0.03422528715183104,-0.012495274978533952,0.03041632602524493,-0.0764038916264026,0.011390569851973415,-0.023843413393293544,0.007794698466328049,15.434343400127077,-11.784040350016083,10.073949641160713,-5.091674507571929,2.920522301392491,-2.361998517312039,1.5635538310403876
0.036000000000000004,pd_only,0.3458567770769598,22.81780073271345,0.0012173438661515078,-0.7005559673398004,0.0009951310918069629,-2.202711595143782,0.0004161852721542662,1.599153481548311,0.8002942082658051,0.034218214998504845,-0.012465794552899423,0.030418364927356393,-0.07640287489417798,0.011387713163190098,-0.023840702890829207,0.007793065742286313,15.428933384982006,-11.782583290244952,10.069603482360403,-5.082433720096352,2.919854285513323,-2.360812006885851,1.5632487634482768
0.038,pd_only,0.3457137176480417,22.80919210171739,0.001285763006974318,-0.7005808535531322,0.0010559648143797318,-2.2028643867741358,0.0004389546406519248,1.5991058078753095,0.8003097911936792,0.0342095704114051,-0.01244310666588791,0.030416861286384485,-0.07639581517685443,0.011384684248829309,-0.023836836500722464,0.007791463937022961,15.423557480728812,-11.781001489075374,10.065320444445236,-5.073275542431309,2.9191881628562313,-2.35963352425363,1.5629435717147526
0.04,pd_only,0.3455707428473793,22.800587963898586,0.0013541627623518372,-0.7006057043693398,0.0011167907826981635,-2.20301715542888,0.00046171775053952414,1.599058143628823,0.8003253709581807,0.034199877688759636,-0.012425408103785642,0.030412984159215836,-0.076384327372124,0.011381554943799646,-0.023832123243292574,0.007789882250760602,15.418204973682386,-11.779328222426996,10.061080127556805,-5.064178641783326,2.9185232552874667,-2.358461014379126,1.5626383203783247
0.042,pd_only,0.34542785392373104,22.791986297775935,0.0014225417373866826,-0.7006305271180796,0.0011776058187652557,-2.2031698946177762,0.00048447448972915484,1.5990104900500424,0.800340947585416,0.03418948751742274,-0.012411374369928454,0.03040751803354609,-0.07636959444816642,0.011378369594815342,-0.0238267893903339,0.007788313617623162,15.41286869136922,-11.777587936999817,10.056868835300538,-5.0551274005459765,2.9178591378210164,-2.3572929745041105,1.562333051833344
0.044,pd_only,0.34528505163922085,22.783386340279858,0.0014908990059018146,-0.7006553271834619,0.0012384077968952544,-2.203322599584412,0.00050722479991049,1.5989628480485347,0.8003565210922843,0.034178634257566017,-0.012400032691159937,0.03040098906499942,-0.0763524833177363,0.011375155090667553,-0.023821000753818954,0.007786753434176372,15.407543835765148,-11.77579858937463,10.052677376283878,-5.046110378451777,2.9171955477392335,-2.3561283042993892,1.5620277938211882
0.046,pd_only,0.34514233644897063,22.774788016913426,0.0015592339546632455,-0.7006801085207617,0.0012991952967971725,-2.2034752668433466,0.0005299686546021976,1.598915218290731,0.8003720914897156,0.03416747438071546,-0.012390668649875872,0.030393749950959014,-0.07633362946733227,0.011371927345853773,-0.023814878901874857,0.007785198715627108,15.402227199921931,-11.773973367646807,10.04849958543734,-5.037119191757939,2.91653232545868,-2.3549661974442735,1.561722564417609
0.048,pd_only,0.3449997086167983,22.76619160047847,0.0016275461790430218,-0.7007048740359212,0.001359967370617161,-2.2036278938410354,0.0005527060453221523,1.5988676012647398,0.8003876587847877,0.034156112189888205,-0.012382757579756567,0.030386036909994262,-0.07631349884445252,0.01136869535997736,-0.02380851299557629,0.0077836475360376495,15.396916642296924,-11.772121957240802,10.044331329812689,-5.028147694725897,2.9158693762868118,-2.3538060627588986,1.5614173753431806
0.05,pd_only,0.3448571682883791,22.757597513131003,0.0016958354137446394,-0.7007296258642399,0.0014207233871664808,-2.203780478707338,0.0005754369740479287,1.5988199973278667,0.8004032229821217,0.0341446173508088,-0.012375914159383768,0.0303780082746599,-0.07629243315116103,0.011365464362888218,-0.023801968436553144,0.007782098667038847,15.391610735018126,-11.770251471009711,10.040169841136867,-5.019191381093366,2.915206646480472,-2.352647466640614,1.5611122341600958
0.052000000000000005,pd_only,0.34471471553870675,22.749006210891025,0.0017641014858100189,-0.7007543655750732,0.0014814629267896073,-2.2039330200733627,0.0005981614472338294,1.5987724067414335,0.8004187840847637,0.034133036032689724,-0.012369855416657242,0.030369769811563287,-0.07627068301232919,0.01136223659295036,-0.023795293216609194,0.007780551321003597,15.386308523989106,-11.768367132629432,10.036013263602428,-5.010246946048135,2.9145441046012333,-2.3514900910139023,1.56080714568941
0.054,pd_only,0.34457235040113937,22.740418132165843,0.0018323442837233635,-0.7007790943221386,0.0015421857112824986,-2.2040855169379174,0.0006208794733624414,1.598724829696335,0.8004343420947744,0.03412139895667232,-0.012364373532696952,0.030361392246445594,-0.07624843227744946,0.01135901306430598,-0.02378852254926553,0.007779005005301026,15.381009376677543,-11.76647277816094,10.031860357385968,-5.001311965474964,2.913881737025283,-2.350333702452792,1.5605021130207108
0.056,pd_only,0.34443007288547334,22.731833665987626,0.0019005637367490813,-0.700803812953903,0.0016028915569467255,-2.2042379685695694,0.0006435910613782146,1.5986772663317819,0.8004498970136019,0.03410972651285889,-0.012359315882244244,0.03035292283211347,-0.0762258158259809,0.011355794007886593,-0.023781682276581617,0.007777459413772539,15.375712871908718,-11.764571224771155,10.027710293252877,-4.992384660950475,2.913219537413291,-2.3491781296620475,1.5601971380833084
0.058,pd_only,0.34428788298895646,22.723253143594498,0.0019687598011602645,-0.7008285220946526,0.0016635803431612288,-2.2043903744348117,0.0006662962198431086,1.5986297167490522,0.8004654488423195,0.034098032205591634,-0.012354570374783361,0.03034439310725168,-0.07620293262100629,0.01135257923244701,-0.023774791364845033,0.0077759143588207475,15.37041872988005,-11.762664541336335,10.023562517028367,-4.983463727566041,2.9125575041113336,-2.3480232469116387,1.5598922220728715
0.06,pd_only,0.34414578070283414,22.714676839028787,0.002036932451080202,-0.7008532222040305,0.0017242519913605223,-2.204542734145371,0.0006889949565501758,1.5985821810215823,0.8004809975817752,0.03408632495996869,-0.012350054688908589,0.03033582409964672,-0.07617985527974615,0.011349368353533626,-0.023767863734907867,0.007774369727805398,15.365126765028897,-11.76075424718082,10.019416658691693,-4.974548207701253,2.9118956380100247,-2.3468689619020795,1.5595873657183268
